Brand,Name,Rating,Price,RAM,ROM,Expandable Storage,Screen Size (inch),Screen Size (cm),Rear Cam,Selfie Cam,Battery,Processor,Image Link
LAVA,A1,4,"1,199",32,24,32,1.77,4.5,0.3,,800,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/ksj9dow0/mobile/p/t/g/a1-super-2021-lf1002-lava-original-imag62vffesmzut8.jpeg?q=70
MOTOROLA,g31,4.1,"11,099",6,128,1,6.4,16.26,50,13,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/j/e/u/-original-imagd48zzrkcjfn2.jpeg?q=70
DIZO,Star,4,"1,999",32,32,64,2.8,7.11,0.3,,1900,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kqpj4i80/mobile/s/z/a/star-500-dh2002-dizo-original-imag4nmsxz3xdgxd.jpeg?q=70
REDMI,A1+,4,"7,999",3,32,512,6.52,16.56,8,5,5000,Mediatek Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/9/b/-original-imagjyhyrgdtnjjy.jpeg?q=70
REDMI,Note,4.3,"29,999",8,256,,6.67,16.94,200,16,4980,Mediatek Dimensity 1080 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/z/a/b/-original-imaghkvv2u8jxajh.jpeg?q=70
vivo,Y16,4.3,"12,499",4,64,1,6.51,16.54,13,5,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/d/p/-original-imaggcerdxgpxyh3.jpeg?q=70
POCO,M5,4.3,"10,999",4,64,512,6.58,16.71,50,8,5000,Mediatek Helio G99 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/s/a/-original-imaghsptxpgsqqry.jpeg?q=70
REDMI,Note,4.2,"14,850",6,128,,6.43,16.33,50,,5000,12 months,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/e/y/-original-imagbgaqje2mygjm.jpeg?q=70
REDMI,Note,4.2,"14,480",6,128,,6.43,16.33,50,,5000,12 months,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/z/u/k/-original-imagbh8dmpjfzrjw.jpeg?q=70
vivo,Y16,4.3,"10,499",3,64,1,6.51,16.54,13,5,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/d/p/-original-imaggcerdxgpxyh3.jpeg?q=70
SAMSUNG,Galaxy,4.4,"30,999",8,128,1,6.6,16.76,48,13,5000,"Dimensity 1080, Octa Core Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/a/v/galaxy-a34-5g-sm-a346ezkeins-samsung-original-imagnpz4h7xg6pgg.jpeg?q=70
vivo,Y16,4.3,"10,999",3,64,1,6.51,16.54,13,5,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/v/z/-original-imaggcerjgnshnyw.jpeg?q=70
Eunity,Radium,3.3,679,16,16,16,1.77,4.5,0.3,,1000,7 Day Replacement,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/h/i/z/radium-radium-eunity-original-imagmynxg62tvgf9.jpeg?q=70
Eunity,Radium,3.3,669,16,16,16,1.77,4.5,0.3,,1000,7 Day Replacement Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/f/1/radium-radium-eunity-original-imagmyz2kzucm85t.jpeg?q=70
REDMI,Note,4.2,"13,795",6,64,,6.43,16.33,50,,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/e/y/-original-imagbgaqje2mygjm.jpeg?q=70
OPPO,Reno8T,4.3,"29,999",8,128,1,6.7,17.02,108,32,4800,Qualcomm Snapdragon 695 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/x/r/n/-original-imagmgy5jk8ytxnw.jpeg?q=70
OPPO,Reno8T,4.3,"29,999",8,128,1,6.7,17.02,108,32,4800,Qualcomm Snapdragon 695 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/u/7/-original-imagmgy5ywvzdv6g.jpeg?q=70
Kechaoda,K66,3.9,"1,399",32,64,32,1.8,4.57,1.3,,400,1 Year Brand Service Center Warranty,https://rukminim1.flixcart.com/image/312/312/kr9jafk0/mobile/x/1/d/k66-the-music-house-4-k66-kechaoda-original-imag53kgznzstghv.jpeg?q=70
Kechaoda,K115,4.1,"1,138",32,32,,1.44,3.66,0.3,,850,6 Months,https://rukminim1.flixcart.com/image/312/312/k612pow0/mobile/n/f/k/kechaoda-k115-k115-original-imafzky34fgfyduj.jpeg?q=70
REDMI,Note,4.2,"13,300",6,64,,6.43,16.33,50,,5000,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/i/h/-original-imaggghwgnzxzzvm.jpeg?q=70
SAMSUNG,Galaxy,4.2,"18,843",8,128,,6.6,16.76,50,,6000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/c/3/d/-original-imagdc8mjnhxbgxj.jpeg?q=70
I,Kall,3.3,"8,699",4,64,128,6.5,16.51,13,8,5000,Octa Core Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/m/d/z19-z19-i-kall-original-imaghdtv6fze9hgf.jpeg?q=70
OnePlus,10R,3.8,"36,410",12,256,,6.7,17.02,50,,5000,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/b/o/-original-imageypzw8gumvyz.jpeg?q=70
MOTOROLA,Edge,4.1,"25,249",8,128,,6.55,16.64,50,32,4020,Qualcomm Snapdragon 778G Plus Processor,https://rukminim1.flixcart.com/image/312/312/l2xmqvk0/mobile/o/r/n/-original-image674ydfks6se.jpeg?q=70
OnePlus,10R,4.3,"32,800",8,128,,6.7,17.02,50,,5000,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/b/o/-original-imageypzw8gumvyz.jpeg?q=70
realme,NARZO,4,"10,689",4,64,,6.6,16.76,50,,5000,1 YEAR ON MOBILE AND 6 MONTHS FOR ACCESORIES,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/n/y/narzo-50a-prime-rmx3513-realme-original-imaggqhdzzybktht.jpeg?q=70
Micromax,X412,3.9,985,32,32,,1.77,4.5,800,,12,,https://rukminim1.flixcart.com/image/312/312/k4bms280/mobile/x/k/v/micromax-x412-x412-original-imafn985equezhzz.jpeg?q=70
GREENBERRI,F1,4,"1,399",64,64,32,1.8,4.57,2,,1050,1 Year,https://rukminim1.flixcart.com/image/312/312/kltryq80/mobile/t/2/9/f1-f1-greenberri-original-imagyvay764gdgdg.jpeg?q=70
GREENBERRI,F1,4,"1,399",64,64,32,1.8,4.57,2,,1050,1 Year,https://rukminim1.flixcart.com/image/312/312/kmmcrrk0/mobile/f/n/r/f1-f1-greenberri-original-imagfh9vc6bz4fjz.jpeg?q=70
realme,C20,4.4,"7,499",2,32,256,6.5,16.51,8,5,5000,MediaTek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/mobile/w/h/q/c20-rmx3063-realme-original-imagfxfzay72jqvh.jpeg?q=70
OnePlus,Nord,4.3,"28,998",8,128,,6.7,17.02,50,,4500,12 Month,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/f/a/v/-original-imagfx6b9shazw8u.jpeg?q=70
GREENBERRI,F1,4,"1,299",64,64,32,1.8,4.57,2,,1050,1 Year,https://rukminim1.flixcart.com/image/312/312/kmmcrrk0/mobile/f/b/o/f1-f1-greenberri-original-imagfh9wjymgmvue.jpeg?q=70
Nothing,Phone,4.4,"30,999",8,256,,6.55,16.64,50,16,4500,Qualcomm Snapdragon 778G+ Processor,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/5/x/r/-original-imagg4xza5rehdqv.jpeg?q=70
LAVA,A1,4.1,"1,279",32,24,32,1.8,4.57,0.3,0.3,800,Android 10.0 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/x/s/-original-imagjusqp4dh8kvm.jpeg?q=70
Kechaoda,A26,4.1,"1,049",32,32,16,0.66,1.68,800,,1,,https://rukminim1.flixcart.com/image/312/312/jqzitu80/mobile/n/f/r/kechaoda-a26-a26-original-imafcvsm3dzgsuhz.jpeg?q=70
LAVA,A1,4,"1,199",32,24,32,1.77,4.5,0.3,,800,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/ksj9dow0/mobile/p/t/g/a1-super-2021-lf1002-lava-original-imag62vffesmzut8.jpeg?q=70
itel,A49,4.2,"5,699",2,32,128,6.6,16.76,5,5,4000,Quad Core Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/l/y/t/-original-imagcntwearctmyj.jpeg?q=70
KARBONN,KX,3.8,"1,519",32,32,32,2.4,6.1,0.3,,2700,1 Year Manufacturer Warranty on Handset & 6 Months Warranty on Box Accessories,https://rukminim1.flixcart.com/image/312/312/kuef2q80/mobile/3/i/v/kx-29-kx-29-karbonn-original-imag7j38gxtf9atp.jpeg?q=70
MOTOROLA,Edge,4.1,"25,249",8,128,,6.55,16.64,50,32,4020,Qualcomm Snapdragon 778G Plus Processor,https://rukminim1.flixcart.com/image/312/312/l2xmqvk0/mobile/3/k/f/-original-image674nvdc4aws.jpeg?q=70
Kechaoda,K115,4.1,"1,160",32,32,,1.44,3.66,0.3,,850,6 Months,https://rukminim1.flixcart.com/image/312/312/k73nlow0/mobile/r/x/h/kechaoda-k115-k115-original-imafpfayd23hzrfu.jpeg?q=70
REDMI,Note,4.3,"27,999",8,256,,6.67,16.94,50,16,5000,Mediatek Dimensity 1080 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/r/f/-original-imaghkvuhzwge3za.jpeg?q=70
Kechaoda,K66,3.9,"1,220",32,64,,1.44,3.66,1.3,,400,1 year brand Service Center Warranty,https://rukminim1.flixcart.com/image/312/312/kl9rssw0/mobile/a/e/o/k66-the-music-house-4-k66-kechaoda-original-imagyfhhfhnby8ae.jpeg?q=70
I,Kall,3.6,774,32,32,,1.8,4.57,0.3,,1500,1 Year manufacturing warranty for mobile and 6 months for accessories,https://rukminim1.flixcart.com/image/312/312/k1pbpu80pkrrdj/mobile/k/p/h/i-kall-k-48-k-48-original-imafh2b4njp7kg8r.jpeg?q=70
realme,Narzo,4,"10,885",4,64,512,6.6,16.76,50,8,5000,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/x/0/narzo-50a-prime-rmx3516-realme-original-imaggedgqtafzea2.jpeg?q=70
Nokia,125,4,,4,4,,2.4,6.1,1020,,MediaTek,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,https://rukminim1.flixcart.com/image/312/312/kfmv9u80/mobile/g/h/m/nokia-125-12gmnw21a01-original-imafwfqge833sxwx.jpeg?q=70
POCO,X5,4.4,"22,999",6,128,,6.67,16.94,108,16,5000,Qualcomm Snapdragon 778G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/x/j/-original-imagmkjfhzjhfhhe.jpeg?q=70
SAMSUNG,Galaxy,4.1,"9,842",4,128,,6.5,16.51,13,,5000,MediaTek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/y/b/galaxy-m04-sm-m045f-samsung-original-imagmazrn5szgza8.jpeg?q=70
SAMSUNG,Galaxy,4.1,"29,540",8,128,,6.5,16.51,12,,4500,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/m/w/-original-imag47fdfgmg2gnh.jpeg?q=70
Kechaoda,A26,4.1,"1,090",32,32,16,0.66,1.68,800,,1,,https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/u/t/t/kechaoda-a26-a26-original-imafhyqgzxkzcmzm.jpeg?q=70
DIZO,Star,4,"1,979",32,32,64,2.8,7.11,0.3,,1900,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kqpj4i80/mobile/i/i/w/star-500-dh2002-dizo-original-imag4nms4vszgxtz.jpeg?q=70
APPLE,iPhone,4.6,"45,999",128,,,6.1,15.49,12,12,A13,Brand Warranty of 1 Year,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/x/j/s/iphone-11-128-d-mwm02hn-a-apple-0-original-imafkg242ugz8hwc.jpeg?q=70
Infinix,Hot,4.2,"9,499",6,64,256,6.6,16.76,50,8,5000,Unisoc T616 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/u/l/-original-imaggb58zhvmc5nj.jpeg?q=70
Infinix,Hot,4.2,"9,499",6,64,256,6.6,16.76,50,8,5000,Unisoc T616 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/t/h/-original-imaggb58s5w5ubvx.jpeg?q=70
Infinix,Hot,4.2,"9,499",6,64,256,6.6,16.76,50,8,5000,Unisoc T616 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/q/m/-original-imaggsay4k2pmbpy.jpeg?q=70
Micromax,X512,3.9,"1,150",56,24,,1.77,4.5,0.3,,1750,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kmkxbww0/mobile/g/8/a/x512-x512-micromax-original-imagfg9ycrnpgz5h.jpeg?q=70
POCO,M4,4.2,"15,999",8,128,1,6.6,16.76,50,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/6/8/o/-original-imagcafj5zcxz9wg.jpeg?q=70
Realme,C30,4.1,"6,549",3,32,1,6.5,16.51,8,5,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/l/w/-original-imaghafu8wqnkyvc.jpeg?q=70
Realme,C30,4.1,"6,549",3,32,1,6.5,16.51,8,5,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/b/c/-original-imaghafug7zpnemh.jpeg?q=70
SAMSUNG,GALAXY,4.2,"11,489",4,64,,6.6,16.76,50,,6000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/r/8/-original-imagghcfsdbuemmd.jpeg?q=70
Nothing,Phone,4.3,"35,999",12,256,,6.55,16.64,50,16,4500,Qualcomm Snapdragon 778G+ Processor,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/4/7/l/-original-imagg4y3grhaxckf.jpeg?q=70
Nothing,Phone,4.3,"35,999",12,256,,6.55,16.64,50,16,4500,Qualcomm Snapdragon 778G+ Processor,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/5/x/r/-original-imagg4xza5rehdqv.jpeg?q=70
SAMSUNG,Galaxy,4.2,"15,999",4,128,1,6.6,16.76,50,8,5000,Qualcomm Snapdragon 750G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/h/k/-original-imagcg22czc3ggvw.jpeg?q=70
itel,it2175,4,"1,099",4,4,32,1.8,4.57,0.3,,1200,12 + 1 Month Warranty | 111 Days Replacement Offer (Special Offer),https://rukminim1.flixcart.com/image/312/312/l29c9e80/mobile/i/d/a/-original-imagdn75kqpkthrz.jpeg?q=70
REDMI,9i,4.3,"7,699",4,64,512,6.53,16.59,13,5,5000,MediaTek Helio G25 Processor,https://rukminim1.flixcart.com/image/312/312/ku04o7k0/mobile/p/8/u/9i-sport-mzb0a5iin-redmi-original-imag785qegs5ghyy.jpeg?q=70
Nothing,Phone,4.4,"31,499",8,256,,6.55,16.64,50,16,4500,Qualcomm Snapdragon 778G+ Processor,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/4/7/l/-original-imagg4y3grhaxckf.jpeg?q=70
MOTOROLA,G40,4.2,"12,999",6,128,,6.78,17.22,64,16,6000,Qualcomm Snapdragon 732G Processor,https://rukminim1.flixcart.com/image/312/312/knoxnrk0/mobile/s/d/d/g40-fusion-panv0002in-panv0006in-panv0010in-motorola-original-imag2aqcxrhhuwfh.jpeg?q=70
Nothing,Phone,4.4,"29,999",8,128,,6.55,16.64,50,16,4500,Qualcomm Snapdragon 778G+ Processor,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/5/x/r/-original-imagg4xza5rehdqv.jpeg?q=70
REDMI,10A,4,"10,519",6,128,,6.53,16.59,13,,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/5/j/-original-imaggz2sq4b8hv4q.jpeg?q=70
Micromax,J2,3.8,988,32,32,,1.77,4.5,800,,One,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/z/1/j2-j2-micromax-original-imagg9hwdukny6fj.jpeg?q=70
KARBONN,KX,3.8,"1,497",32,32,32,2.4,6.1,0.3,,2700,1 Year Manufacturer Warranty on Handset & 6 Months Warranty on Box Accessories,https://rukminim1.flixcart.com/image/312/312/kz065jk0/mobile/s/r/1/kx-29-kx-29-karbonn-original-imagb3sqbg7mgtpe.jpeg?q=70
SAMSUNG,Galaxy,4.2,"18,827",8,128,,6.6,16.76,50,,6000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/2/j/q/-original-imagge7hrnffunna.jpeg?q=70
SAMSUNG,Galaxy,4.4,"30,999",8,128,1,6.6,16.76,48,13,5000,"Dimensity 1080, Octa Core Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/h/m/galaxy-a34-5g-sm-a346elgains-samsung-original-imagnpz52hphfccb.jpeg?q=70
REDMI,Note,4.3,"29,999",8,256,,6.67,16.94,200,16,4980,Mediatek Dimensity 1080 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/2/x/-original-imaghkvuqvdctjmx.jpeg?q=70
itel,A49,4.2,"5,699",2,32,128,6.6,16.76,5,5,4000,Quad Core Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/q/b/w/-original-imagcntvpuyeskrf.jpeg?q=70
Kechaoda,A26,4.1,"1,049",32,32,16,0.66,1.68,800,,1,,https://rukminim1.flixcart.com/image/312/312/jqzitu80/mobile/g/g/w/kechaoda-a26-a26-original-imafcvsnzhyhrgks.jpeg?q=70
Snexian,GURU,3.4,699,32,32,16,1.8,4.57,0.3,,800,3 Months Company Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/i/s/guru-312-guru-312-snexian-original-imagj8dygue8qhhn.jpeg?q=70
Kechaoda,K66,3.9,"1,250",32,64,32,1.8,4.57,1.3,,400,1 Year Brand Service Center Warranty,https://rukminim1.flixcart.com/image/312/312/kr9jafk0/mobile/v/z/x/k66-the-music-house-4-k66-kechaoda-original-imag53k89vkbhuhh.jpeg?q=70
Nothing,Phone,4.4,"30,999",8,256,,6.55,16.64,50,16,4500,Qualcomm Snapdragon 778G+ Processor,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/5/x/r/-original-imagg4xza5rehdqv.jpeg?q=70
SAMSUNG,Galaxy,4.3,"7,499",4,64,1,6.5,16.51,13,5,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/d/o/-original-imaghgbyhy6banxv.jpeg?q=70
Good,One,3.8,999,32,32,32,1.8,4.57,2,,2500,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/kxw5tow0/mobile/s/a/c/g5605-g5605-good-one-original-imaga8rpj3agwejk.jpeg?q=70
DIZO,Star,4,"1,950",32,32,64,2.8,7.11,0.3,,1900,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kqpj4i80/mobile/5/m/o/star-500-dh2002-dizo-original-imag4nmsdu5ze5vd.jpeg?q=70
Infinix,Zero,4.1,"17,999",8,256,256,6.78,17.22,50,16,5000,Mediatek Dimensity 1080 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/7/j/-original-imagmhszyfsbqfth.jpeg?q=70
APPLE,iPhone,4.6,"40,999",64,,,6.1,15.49,12,12,A13,Brand Warranty of 1 Year,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/x/j/s/iphone-11-128-d-mwm02hn-a-apple-0-original-imafkg242ugz8hwc.jpeg?q=70
SAMSUNG,Galaxy,4.1,"29,539",8,128,,6.5,16.51,12,,4500,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/m/w/-original-imag47fdfgmg2gnh.jpeg?q=70
LAVA,A3,4.2,"1,329",0,Expandable,32,1.77,4.5,0.3,0.3,1750,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://rukminim1.flixcart.com/image/312/312/jza5uvk0/mobile/z/r/z/lava-a3-a3-original-imafftvgyd53gean.jpeg?q=70
Nokia,Ta,4.2,"1,428",4,4,,1.8,4.57,800,,12,,https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/4/d/g/nokia-ta-1010-nokia-105-nokia-105-original-imafg5h4kf8yyab4.jpeg?q=70
vivo,Y56,4.3,"19,999",8,128,,6.58,16.71,50,16,5000,Mediatek Dimensity 700 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/b/i/-original-imagnyxthzzeefsa.jpeg?q=70
POCO,X5,4.3,"24,999",8,256,,6.67,16.94,108,16,5000,Qualcomm Snapdragon 778G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/x/j/-original-imagmkjfhzjhfhhe.jpeg?q=70
APPLE,iPhone,4.7,"79,999",128,,,6.7,17.02,12,12,A15,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/v/8/-original-imaghx9qudmydgc4.jpeg?q=70
Snexian,GURU,3.4,699,32,32,16,1.8,4.57,0.3,,800,3 Months Company Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/l/q/guru-312-guru-312-snexian-original-imaghnh7vmndqj8m.jpeg?q=70
Jmax,J30,3.6,779,32,32,,1.8,4.57,2,,1050,Domestic Warranty,https://rukminim1.flixcart.com/image/312/312/kctf0cw0/mobile/c/k/x/jmax-j30-j30-original-imaftutzg3ag73fh.jpeg?q=70
Nothing,Phone,4.3,"35,999",12,256,,6.55,16.64,50,16,4500,Qualcomm Snapdragon 778G+ Processor,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/5/x/r/-original-imagg4xza5rehdqv.jpeg?q=70
Snexian,GURU,3.4,699,32,32,16,1.8,4.57,0.3,,800,3 Months Company Warranty,https://rukminim1.flixcart.com/image/312/312/kl5hh8w0/mobile/l/0/4/guru-312-guru-312-snexian-original-imagyc9eejxhbdcf.jpeg?q=70
Nothing,Phone,4.3,"35,999",12,256,,6.55,16.64,50,16,4500,Qualcomm Snapdragon 778G+ Processor,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/4/7/l/-original-imagg4y3grhaxckf.jpeg?q=70
Kechaoda,A27,4,"1,099",32,32,16,0.66,1.68,800,,1,,https://rukminim1.flixcart.com/image/312/312/k73nlow0/mobile/w/w/k/kechaoda-a27-a27-original-imafpf9kqjtfpbph.jpeg?q=70
Nokia,110,3.9,"3,010",128,48,,1.8,4.57,0.8,,1020,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including battery,https://rukminim1.flixcart.com/image/312/312/ktop5e80/mobile/t/o/z/110-4g-ta-1373-ds-nokia-original-imag6zfzdmet86jc.jpeg?q=70
Nothing,Phone,4.4,"31,499",8,256,,6.55,16.64,50,16,4500,Qualcomm Snapdragon 778G+ Processor,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/4/7/l/-original-imagg4y3grhaxckf.jpeg?q=70
REDMI,A1+,4.2,"6,999",2,32,512,6.52,16.56,8,5,5000,Mediatek Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/p/a/4/-original-imagjyhymqnhz7fm.jpeg?q=70
Jmax,J30,3.6,779,32,32,,1.8,4.57,2,,1050,Domestic Warranty,https://rukminim1.flixcart.com/image/312/312/kctf0cw0/mobile/c/k/x/jmax-j30-j30-original-imaftutzg3ag73fh.jpeg?q=70
POCO,M4,4.3,"14,999",4,64,1,6.6,16.76,50,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/i/m/b/-original-imagcafg8zjz4rej.jpeg?q=70
REDMI,Note,4.2,"16,990",6,128,,6.43,16.33,108,,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/8/a/-original-imagbwx4ahgqxgg9.jpeg?q=70
OPPO,F21,4.4,"20,999",8,128,,6.43,16.33,108,,4500,12 months,https://rukminim1.flixcart.com/image/312/312/l1zc6fk0/mobile/u/7/w/f21-pro-cph2363-oppo-original-imagdf4jphscz9jz.jpeg?q=70
Infinix,Hot,4,"12,999",8,128,256,6.6,16.76,50,8,5000,Unisoc T616 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/5/x/x/-original-imaggt7cx43jqzpj.jpeg?q=70
POCO,X5,4.4,"22,999",6,128,,6.67,16.94,108,16,5000,Qualcomm Snapdragon 778G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/s/8/-original-imagmkjf9wqjurgf.jpeg?q=70
SAMSUNG,Galaxy,4.2,"15,999",4,128,1,6.6,16.76,50,8,5000,Qualcomm Snapdragon 750G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/f/c/v/-original-imagehzbaw2wugme.jpeg?q=70
Nokia,110,4,"1,699",4,4,32,1.77,4.5,1,,800,Brand Warranty of 1 Year Available for Mobile,https://rukminim1.flixcart.com/image/312/312/k6fd47k0pkrrdj/mobile/a/9/4/nokia-110-ta-1192-ds-original-imafmdw6nd6yz78m.jpeg?q=70
Kechaoda,K66,3.9,"1,249",32,64,32,1.8,4.57,1.3,,400,1 Year Brand Service Center Warranty,https://rukminim1.flixcart.com/image/312/312/kr9jafk0/mobile/v/z/x/k66-the-music-house-4-k66-kechaoda-original-imag53k89vkbhuhh.jpeg?q=70
LAVA,LF9000,4.4,"1,699",20,20,,2.8,7.11,2575,,1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/f/0/lf9000-lf9000-lava-original-imaggx7k2h3fzyts.jpeg?q=70
Micromax,X778,3.9,"1,572",32,32,,2.4,6.1,0.3,,2700,One Year manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/x/i/0/x778-blue-x778-micromax-original-imag6xzacjhkk2sn.jpeg?q=70
KARBONN,K110i,3.6,970,0,Expandable,8,1.8,4.57,1000,,1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/i/k/k110i-na-karbonn-original-imagk8puupcn8rh4.jpeg?q=70
Kechaoda,K60,4,"1,849",32,32,16,2.4,6.1,0.3,0.3,3600,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/jgo0ccw0/mobile/k/h/x/kechaoda-k60-k60-original-imaf4up6ppjnf3nk.jpeg?q=70
LAVA,A5,4.1,"1,390",32,24,32,2.4,6.1,0.3,,1000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/mobile/x/h/z/lava-a5-lf5000-a5-original-imafmjkaz5fmrbrm.jpeg?q=70
