Name,Rating,Price Rs,RAM Gb,ROM Gb,Expandable GB,Size Cm,Size Inch,R1 Cam MP,R2 Cam MP,R3 Cam MP,R4 Cam MP,Battery Mah,Processor,Image
MOTOROLA G40,4.2,10999,4,64,256,17.22,6.78,64,16,0,0,6000,Qualcomm Snapdragon 732G Processor,https://rukminim1.flixcart.com/image/312/312/knoxnrk0/mobile/s/d/d/g40-fusion-panv0002in-panv0006in-panv0010in-motorola-original-imag2aqcxrhhuwfh.jpeg?q=70
Infinix Note,4.2,16999,8,256,2,17.02,6.7,108,16,0,0,5000,Mediatek Helio G99 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/n/k/-original-imaghh2fdhsasbdh.jpeg?q=70
Infinix Note,4.2,16999,8,256,2,17.02,6.7,108,16,0,0,5000,Mediatek Helio G99 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/h/x/l/-original-imaghh2fggashufd.jpeg?q=70
Infinix Hot,4,12999,8,128,256,16.76,6.6,50,8,0,0,5000,Unisoc T616 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/n/j/-original-imaggt7dz7jfx8cs.jpeg?q=70
LAVA Flip,4.2,1790,56,56,256,6.1,2.4,0.08,0,0,0,1200,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/b/z/flip-flip-lava-original-imaghzrbx8skmyuv.jpeg?q=70
SAMSUNG Galaxy,3.8,25989,8,128,256,17.02,6.7,108,0,0,0,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/o/0/-original-imagfzjymhrwrebm.jpeg?q=70
Micromax X512,3.7,1058,32,32,256,4.5,1.77,0.3,0,0,0,1750,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kvfkivk0/mobile/x/j/h/x512-x512-micromax-original-imag8bw6phyrmvzp.jpeg?q=70
LAVA Gem,4.2,1610,32,32,32,7.11,2.8,1.3,0,0,0,1750,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/mobile/h/q/u/lava-gem-gem-original-imafmrg73yqr42bz.jpeg?q=70
SAMSUNG Galaxy,4.3,10499,4,64,512,16.55,6.515,48,8,0,0,6000,Exynos 850 Processor,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/a/q/8/galaxy-f12-sm-f127gzgiins-samsung-original-imagftmjw3xqg4yk.jpeg?q=70
GREENBERRI VIRAT,3.7,799,64,64,32,4.57,1.8,2,0,0,0,1000,1 Year For Mobile,https://rukminim1.flixcart.com/image/312/312/l1v1uvk0/mobile/f/x/q/virat-virat-greenberri-original-imagdbytbny8kvfj.jpeg?q=70
REDMI 11,4.1,11439,4,64,256,16.71,6.58,50,0,0,0,5000,""" 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase""",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/4/o/-original-imagn9khmwwrmcqa.jpeg?q=70
itel A23S,3.6,4895,2,32,256,12.7,5,2,0,0,0,3020,"One Time Screen Replacement within 100 days of purchase, 1 Year warranty on mobile device &  6 months on accessories.",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/j/d/a23s-a511lq-itel-original-imagha89vgjdnwgh.jpeg?q=70
vivo Y16,4.3,10499,3,32,1,16.54,6.51,13,5,0,0,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/d/p/-original-imaggcerdxgpxyh3.jpeg?q=70
realme C35,4.4,11999,4,64,1,16.76,6.6,50,8,0,0,5000,Unisoc Tiger T616 Processor,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/1/k/g/-original-imagc7ukmgugpdfy.jpeg?q=70
Infinix HOT,4.3,8999,4,64,256,17.32,6.82,13,8,0,0,6000,Unisoc T610 Processor,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/x/v/b/-original-imagehxyyrzqtkmh.jpeg?q=70
GFive U220i,3.6,769,32,32,16,4.57,1.8,0.3,0,0,0,1000,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/ktop5e80/mobile/z/s/t/u220i-u220i-gfive-original-imag6z2g5hff9g7f.jpeg?q=70
GFive U220i,3.6,769,32,32,16,4.57,1.8,0.3,0,0,0,1000,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/e/6/3/u220i-u220i-gfive-original-imag6y6aqpgguz4h.jpeg?q=70
POCO C3,4.3,7999,3,32,512,16.59,6.53,13,5,0,0,5000,Mediatek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/kfvfwy80/mobile/x/p/b/poco-c3-mzb07rhin-original-imafw8zkfygmfgfr.jpeg?q=70
DIZO Star,3.9,1467,32,32,64,4.5,1.77,0.3,0,0,0,2550,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kqpj4i80/mobile/s/q/n/star-300-dh2001-dizo-original-imag4nmphv5fe6qe.jpeg?q=70
POCO F4,4.3,29999,12,256,256,16.94,6.67,64,20,0,0,4500,Qualcomm Snapdragon 870 Processor,https://rukminim1.flixcart.com/image/312/312/l4n2oi80/mobile/h/h/i/-original-imagfhuecztmg3gz.jpeg?q=70
itel Vision,4.1,7189,3,64,128,16.76,6.6,8,5,0,0,5000,Unisoc 9863A Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/q/y/j/-original-imagcnu2pky7thvx.jpeg?q=70
POCO X4,4.2,19999,6,128,1,16.94,6.67,64,16,0,0,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/w/0/6/-original-imagcv2dcyjzcmvd.jpeg?q=70
SAMSUNG Galaxy,4.4,11999,4,128,1,16.76,6.6,50,8,0,0,6000,Exynos 850 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/x/x/s/-original-imagfhu6dcpdnqkh.jpeg?q=70
Snexian GURU,3.4,699,32,32,16,4.57,1.8,0.3,0,0,0,800,3 Months Company Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/i/s/guru-312-guru-312-snexian-original-imagj8dygue8qhhn.jpeg?q=70
Alcatel 5V,4.2,12999,3,32,256,15.75,6.2,16,0,0,0,4000,18 MONTHS,https://rukminim1.flixcart.com/image/312/312/jteoosw0/mobile/7/q/z/alcatel-5v-5060-original-imaferrxsguutyrz.jpeg?q=70
LAVA A5,4.1,1549,32,24,32,6.1,2.4,0.3,0,0,0,1000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://rukminim1.flixcart.com/image/312/312/kabe9ow0/mobile/q/k/6/lava-a5-lf5000-a5-original-imafrxyqeaytgcaf.jpeg?q=70
MU M5000,3.9,1179,32,32,256,7.11,2.8,1.3,0,0,0,2500,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/4/b/m5000-m5000-mu-original-imagksx3usp5hztc.jpeg?q=70
LAVA A1,4.2,1049,24,24,32,4.5,1.77,0.3,0,0,0,800,1 year replacement guarantee for phone & 6 months replacement guarantee for accessories in box (T&C apply),https://rukminim1.flixcart.com/image/312/312/jo62kcw0/mobile/t/6/s/lava-a1-a1-original-imafa8yaxuhppdpc.jpeg?q=70
Infinix Note,4.2,14999,6,64,2,17.02,6.7,50,16,0,0,5000,Mediatek Dimensity 810 5G Processor,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/mobile/s/i/j/-original-imaggygkm7grhrxf.jpeg?q=70
LAVA A1,4.2,1219,24,24,32,4.5,1.77,0.3,0,0,0,800,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C Apply),https://rukminim1.flixcart.com/image/312/312/k7f34i80/mobile/g/7/n/lava-a1-lava-a1-original-imafpnu2bsgfuukz.jpeg?q=70
Kechaoda K115,4.1,1160,32,32,256,3.66,1.44,0.3,0,0,0,850,6 Months,https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/t/t/y/kechaoda-k115-k115-original-imafgrt5yqduejcj.jpeg?q=70
LAVA A1,4.2,1159,4,24,32,4.5,1.77,0.3,0,0,0,800,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C apply),https://rukminim1.flixcart.com/image/312/312/k7usyvk0/mobile/b/z/f/lava-a1-lava-a1-original-imafpztgwhjcwuet.jpeg?q=70
LAVA A1,4.2,1159,4,24,32,4.5,1.77,0.3,0,0,0,800,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C apply),https://rukminim1.flixcart.com/image/312/312/k7tdj0w0/mobile/w/p/d/lava-a1-lava-a1-original-imafpz8rvcubkzta.jpeg?q=70
GREENBERRI RAFALE,3.9,899,32,32,256,4.57,1.8,2,0,0,0,1000,1 YEAR DOMESTIC WARRANTY,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/c/s/rafale-rafale-greenberri-original-imaghz4zyebyt8uz.jpeg?q=70
realme C35,4.4,11999,4,64,1,16.76,6.6,50,8,0,0,5000,Unisoc Tiger T616 Processor,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/y/g/i/-original-imagc7ryyhrrcgxh.jpeg?q=70
itel Vision,4.1,6699,3,64,128,16.76,6.6,8,5,0,0,5000,Unisoc 9863A Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/m/m/i/-original-imagcntvtdnuehc4.jpeg?q=70
SAMSUNG GALAXY,4.1,12999,4,64,256,16.51,6.5,50,0,0,0,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/6/n/-original-imagghbz5jffndyy.jpeg?q=70
LAVA A1,4.1,1199,32,24,32,4.5,1.77,0.3,0,0,0,800,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/ksj9dow0/mobile/u/p/y/a1-2021-lf1000-lava-original-imag62vfwqkmcf2u.jpeg?q=70
POCO X5,4.3,24999,8,256,256,16.94,6.67,108,16,0,0,5000,Qualcomm Snapdragon 778G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/s/8/-original-imagmkjf9wqjurgf.jpeg?q=70
vivo Y75,4.3,19990,8,128,1,16.36,6.44,50,44,0,0,4050,Mediatek G96 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/o/n/-original-imagjdmzdck4udck.jpeg?q=70
Tecno Pop,4.2,7170,3,32,256,16.56,6.52,8,5,0,0,6000,Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/kz5vwy80/mobile/8/1/y/pop-5-pro-bd4j-tecno-original-imagb8axnbggfsyn.jpeg?q=70
Tecno Pop,4.2,7180,3,32,256,16.56,6.52,8,5,0,0,6000,Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/kz5vwy80/mobile/3/3/s/pop-5-pro-bd4j-tecno-original-imagb8hj3ehqy6ef.jpeg?q=70
LAVA A3,4.2,1329,4,3,32,4.5,1.77,0.3,0.3,0,0,1750,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://rukminim1.flixcart.com/image/312/312/jza5uvk0/mobile/g/h/8/lava-a3-a3-original-imafftmmmzmzzyvg.jpeg?q=70
realme C25s,4.4,10400,4,64,256,16.51,6.5,13,8,0,0,6000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kplisnk0/mobile/8/j/s/c25s-rmx3197-realme-original-imag3smgq7frzezw.jpeg?q=70
itel it2163S,4.1,978,4,4,32,4.57,1.8,1200,0,0,0,7,9 Indian Input Language Support,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/mobile/b/5/2/-original-imagd56ep6vvtn2b.jpeg?q=70
Infinix HOT,4.3,8999,4,64,256,17.32,6.82,13,8,0,0,6000,Unisoc T610 Processor,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/y/f/b/-original-imageg2qrjbhfqyb.jpeg?q=70
realme C35,4.4,12999,4,128,1,16.76,6.6,50,8,0,0,5000,Unisoc Tiger T616 Processor,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/1/k/g/-original-imagc7ukmgugpdfy.jpeg?q=70
Infinix HOT,4.3,8999,4,64,256,17.32,6.82,13,8,0,0,6000,Unisoc T610 Processor,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/j/o/x/-original-imagehxy5hzshkdv.jpeg?q=70
Nokia 105,4,1391,4,4,256,4.5,1.77,1000,0,0,0,1,,https://rukminim1.flixcart.com/image/312/312/l3hmwsw0/mobile/6/f/e/105-ss-plus-ta-1447ss-nokia-original-imagehjkht6j3jrw.jpeg?q=70
SAMSUNG Galaxy,4.4,40999,8,256,1,16.26,6.4,50,32,0,0,5000,"Exynos 1380, Octa Core Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/h/6/-original-imagnrhk2jpnnajr.jpeg?q=70
POCO M4,4.3,16999,6,128,1,16.76,6.6,50,16,0,0,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/i/m/b/-original-imagcafg8zjz4rej.jpeg?q=70
Infinix Note,4.2,13999,8,128,512,17.02,6.7,50,16,0,0,5000,Mediatek Helio G96 Processor,https://rukminim1.flixcart.com/image/312/312/l3929ow0/mobile/g/6/w/-original-imageezmmxjgz4fw.jpeg?q=70
Snexian GURU,3.4,699,32,32,16,4.57,1.8,0.3,0,0,0,800,3 Months Company Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/l/q/guru-312-guru-312-snexian-original-imaghnh7vmndqj8m.jpeg?q=70
Kechaoda K-9,4,1299,64,64,256,5.59,2.2,0.3,0,0,0,2000,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/j83d8cw0/mobile/z/v/c/kechaoda-k9-jl201130396850-5-original-imaey4s7mhydr3pf.jpeg?q=70
REDMI 10A,4.1,8490,3,32,256,16.59,6.53,13,0,0,0,5000,12 months,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/3/q/-original-imagdrghswubhh2p.jpeg?q=70
SAMSUNG GALAXY,4.1,13899,4,64,256,16.51,6.5,50,0,0,0,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/p/7/-original-imagghcyfszjbgzp.jpeg?q=70
Nokia C01,3.8,5499,2,16,256,13.84,5.45,5,2,0,0,3000,Unisoc SC9863A Processor,https://rukminim1.flixcart.com/image/312/312/ktizdzk0/mobile/b/t/k/c01-plus-ta-1396-ds-nokia-original-imag6updf4nzdndh.jpeg?q=70
Nokia TA-1304/105,4.2,1445,4,4,256,4.5,1.77,800,0,0,0,1,,https://rukminim1.flixcart.com/image/312/312/j6b2f0w0/mobile/m/c/e/nokia-105-ss-105-ss-original-imaewa2ykrbdaryt.jpeg?q=70
LAVA A3,4.2,1377,0,64,32,4.5,1.77,0.3,0,0,0,2575,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box,https://rukminim1.flixcart.com/image/312/312/kxc5nrk0/mobile/r/f/q/-original-imag9tfa8tmdfsvq.jpeg?q=70
LAVA Hero,4.1,900,24,32,32,4.57,1.8,0,0,0,0,620,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/kzx1a4w0/mobile/x/e/d/-original-imagbt2kpuahgefw.jpeg?q=70
APPLE iPhone,4.6,40999,64,128,256,15.49,6.1,12,12,0,0,4325,Brand Warranty of 1 Year,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/x/j/s/iphone-11-128-d-mwm02hn-a-apple-0-original-imafkg242ugz8hwc.jpeg?q=70
Kechaoda K33,4,1050,32,32,256,3.56,1.4,0.3,0,0,0,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kf0087k0/mobile/a/y/h/kechaoda-k33-k33-original-imafvk88qyfggsjw.jpeg?q=70
Kechaoda K33,4,1149,32,32,256,3.56,1.4,0.3,0,0,0,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kd7pevk0/mobile/x/h/w/kechaoda-k33-k33-original-imafu657vgtjmc2h.jpeg?q=70
Kechaoda K33,4,1199,32,32,256,3.56,1.4,0.3,0,0,0,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kc7zekw0/mobile/e/w/m/kechaoda-k33-k33-original-imaftef8kbzdgyda.jpeg?q=70
realme C25s,4.4,10440,4,64,256,16.51,6.5,13,8,0,0,6000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kplisnk0/mobile/y/9/t/c25s-rmx3197-realme-original-imag3smcaztwgzeg.jpeg?q=70
itel A60,4.8,5999,2,32,256,16.76,6.6,8,0,0,0,5000,Unisoc Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/n/w/a60-a662l-itel-original-imagnx4ehjefpvk8.jpeg?q=70
REDMI 11,4.2,16266,6,128,256,16.71,6.58,5,0,0,0,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/5/m/-original-imagh5bzmwcx5xxv.jpeg?q=70
GREENBERRI VIRAT,3.7,799,64,64,32,4.57,1.8,2,0,0,0,1000,1 Year For Mobile,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/x/t/virat-virat-greenberri-original-imaghz3tygqr2qgu.jpeg?q=70
Kechaoda K115,4.1,1050,32,32,256,3.66,1.44,0.3,0,0,0,850,6 Months,https://rukminim1.flixcart.com/image/312/312/kd69z0w0/mobile/w/w/x/kechaoda-k115-k115-original-imafu5a9jn46hjuv.jpeg?q=70
Kechaoda K115,4.1,1150,32,32,256,3.66,1.44,0.3,0,0,0,850,6 Months,https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/a/j/h/kechaoda-k115-k115-original-imafgrt5xkzndbcn.jpeg?q=70
Kechaoda K115,4.1,1160,32,32,256,3.66,1.44,0.3,0,0,0,850,6 Months,https://rukminim1.flixcart.com/image/312/312/k5wse4w0/mobile/6/5/8/kechaoda-k115-k115-original-imafzhxqhkexxt7b.jpeg?q=70
OPPO F19s,4.4,16990,6,128,256,16.33,6.43,48,16,0,0,5000,Qualcomm Snapdragon 662 Processor,https://rukminim1.flixcart.com/image/312/312/ku1k4280/mobile/v/a/z/f19s-cph2223-oppo-original-imag78zafzy3sjrt.jpeg?q=70
APPLE iPhone,4.6,53999,64,128,256,15.49,6.1,12,12,0,0,4325,Ceramic Shield,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/j/f/9/apple-iphone-12-dummyapplefsn-original-imafwg8dkyh2zgrh.jpeg?q=70
KARBONN K9,3.9,1294,64,32,KB,4.57,1.8,2,0,0,0,2502,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/mobile/f/y/c/k9-yuva-k9-yuva-karbonn-original-imag7fgz5ctgrhqh.jpeg?q=70
KARBONN K9,3.9,1297,64,32,KB,4.57,1.8,2,0,0,0,2502,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/kyq62kw0/mobile/w/f/n/k9-yuva-k9-yuva-karbonn-original-imagaw29sgwkbgw8.jpeg?q=70
realme C25s,4.4,10400,4,64,256,16.51,6.5,13,8,0,0,6000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kplisnk0/mobile/8/j/s/c25s-rmx3197-realme-original-imag3smgq7frzezw.jpeg?q=70
realme C25s,4.4,10440,4,64,256,16.51,6.5,13,8,0,0,6000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kplisnk0/mobile/y/9/t/c25s-rmx3197-realme-original-imag3smcaztwgzeg.jpeg?q=70
LAVA Hero,4.1,917,4,3,32,4.57,1.8,620,0,0,0,1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/q/v/hero-600i-auto-call-recording-wireless-fm-with-recording-mint-original-imagkcb2wg6nhgv5.jpeg?q=70
REDMI Note,4.3,29999,8,256,256,16.94,6.67,200,16,0,0,4980,Mediatek Dimensity 1080 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/z/a/b/-original-imaghkvv2u8jxajh.jpeg?q=70
Google Pixel,4.4,56999,8,128,256,16,6.3,50,10.8,0,0,4270,Google Tensor G2 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/u/3/-original-imaggsuddwubypxp.jpeg?q=70
Google Pixel,4.4,56999,8,128,256,16,6.3,50,10.8,0,0,4270,Google Tensor G2 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/2/y/-original-imaggswcffkgcupp.jpeg?q=70
Google Pixel,4.4,56999,8,128,256,16,6.3,50,10.8,0,0,4270,Google Tensor G2 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/x/9/-original-imaggsudg5fufyte.jpeg?q=70
MOTOROLA g31,4.2,9599,4,64,1,16.26,6.4,50,13,0,0,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/j/e/u/-original-imagd48zzrkcjfn2.jpeg?q=70
Micromax X512,4,1140,30,24,256,4.5,1.77,1750,0,0,0,1,,https://rukminim1.flixcart.com/image/312/312/kvfkivk0/mobile/s/u/a/x512-x512-micromax-original-imag8c3fdc9wnsyh.jpeg?q=70
Micromax X512,3.7,1058,32,32,256,4.5,1.77,0.3,0,0,0,1750,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kvfkivk0/mobile/x/j/h/x512-x512-micromax-original-imag8bw6phyrmvzp.jpeg?q=70
APPLE iPhone,4.6,56999,4,128,256,15.49,6.1,12,12,0,0,4325,Ceramic Shield,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/y/7/n/apple-iphone-12-dummyapplefsn-original-imafwg8dpyjvgg3j.jpeg?q=70
POCO M4,4.3,14999,4,64,1,16.76,6.6,50,16,0,0,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/j/d/g/-original-imagcafg6hbeeqwf.jpeg?q=70
OPPO F19,4.3,14990,6,128,256,16.33,6.43,48,16,0,0,5000,Qualcomm Snapdragon 662 Processor,https://rukminim1.flixcart.com/image/312/312/kn4xhu80/mobile/d/f/c/f19-cph2219-oppo-original-imagfvj5cshwgwhp.jpeg?q=70
OPPO F19,4.3,14990,6,128,256,16.33,6.43,48,16,0,0,5000,Qualcomm Snapdragon 662 Processor,https://rukminim1.flixcart.com/image/312/312/kpbipow0/mobile/c/x/1/f19-cph2219-oppo-original-imag3kvkwxhhxjha.jpeg?q=70
Kechaoda K115,4.1,1050,32,32,256,3.66,1.44,0.3,0,0,0,850,6 Months,https://rukminim1.flixcart.com/image/312/312/kd69z0w0/mobile/w/w/x/kechaoda-k115-k115-original-imafu5a9jn46hjuv.jpeg?q=70
Kechaoda K115,4.1,1160,32,32,256,3.66,1.44,0.3,0,0,0,850,6 Months,https://rukminim1.flixcart.com/image/312/312/k5wse4w0/mobile/6/5/8/kechaoda-k115-k115-original-imafzhxqhkexxt7b.jpeg?q=70
vivo Z1x,4.4,15990,4,128,256,16.22,6.386,48,0,0,0,4500,Brand Warranty of 1 Year Available for Mobile and 6 Months for In-box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/f/c/z1x-vivo-1917-vivo-original-imagmvc8hmrk72sx.jpeg?q=70
GFive U106,3.5,799,32,64,16,4.57,1.8,0.3,0,0,0,950,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/kyag87k0/mobile/0/w/c/u106-u106-gfive-original-imagak4gzsf8vtb3.jpeg?q=70
vivo Y01,4.2,7999,2,32,256,16.54,6.51,8,5,0,0,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/w/f/-original-imagjdmzpy5at2kk.jpeg?q=70
MU M5000,3.9,1179,32,32,256,7.11,2.8,1.3,0,0,0,2500,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/4/b/m5000-m5000-mu-original-imagksx3usp5hztc.jpeg?q=70
realme 9,4.5,15999,4,64,1,16.51,6.5,48,16,0,0,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l4fxh8w0/mobile/o/q/j/-original-imagfc55exgt8eey.jpeg?q=70
realme 9,4.5,15999,4,64,1,16.51,6.5,48,16,0,0,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l4fxh8w0/mobile/l/l/4/-original-imagfc56zazhvbfq.jpeg?q=70
LAVA A5,4.1,1410,32,24,32,6.1,2.4,0.3,0,0,0,1000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/mobile/j/m/f/lava-a5-lf5000-a5-original-imafmjkamgsvzsng.jpeg?q=70
REDMI 11,4.1,11408,4,64,256,16.71,6.58,50,0,0,0,5000,""" 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase""",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/1/l/u/-original-imagn9kgdazpz7dw.jpeg?q=70
Alcatel 5V,4.2,3799,3,32,256,15.75,6.2,16,13,0,0,4000,Brand Warranty of 18 Months Available for Mobile,https://rukminim1.flixcart.com/image/312/312/k4hcjgw0/mobile/g/x/t/alcatel-5v-5060-original-imafndm9g8mwfnmr.jpeg?q=70
Kechaoda A20,3.9,999,512,32,256,4.57,1.8,0.3,0,0,0,1000,1 Year Brand Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/h/f/a20-a20-kechaoda-original-imaghzx9eg2h5jhz.jpeg?q=70
Kechaoda A20,3.9,999,512,32,256,4.57,1.8,0.3,0,0,0,1000,1 Year Brand Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/p/q/6/a20-a20-kechaoda-original-imaghkbrj7te54xq.jpeg?q=70
vivo Y01,4.2,7999,2,32,256,16.54,6.51,8,5,0,0,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/w/f/-original-imagjdmzpy5at2kk.jpeg?q=70
Eunity Hunt,3.5,655,16,16,16,4.5,1.77,0.3,0,0,0,1000,7 Day Replacement,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/a/f/hunt-hunt-eunity-original-imagmyqmzggpepcz.jpeg?q=70
REDMI 11,4.2,16896,6,128,256,16.71,6.58,5,0,0,0,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/l/b/-original-imagn9kghqzyzzr2.jpeg?q=70
realme 9,4.4,17499,6,128,1,16.51,6.5,48,16,0,0,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0jwbrk0/mobile/a/p/r/-original-imagcb64gwkhzdk5.jpeg?q=70
LYF Earth,3.6,4490,3,32,32,13.97,5.5,13,5,0,0,3500,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,https://rukminim1.flixcart.com/image/312/312/mobile/n/z/7/lyf-earth-1-ls-5501-original-imaemn4vqafxer4h.jpeg?q=70
SAMSUNG Galaxy,4.1,29648,8,128,256,16.51,6.5,12,0,0,0,4500,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jzgfdejgc.jpeg?q=70
